score	ordklasse	lemma	definition	genprox	kollokation	hyper	ddo_bet	ddo_dannetsemid	ddo_entryid	dn_id
1	adj.	død	som er ude af drift el. ikke fungerer	fungere			2.d	21015403	11010247	
1	adj.	død	træt, udmattet	træt			2.e	21015404	11010247	
2	adj.	død	uden følelse	følelse			2.f	21015405	11010247	
1	adj.	død	som ligger stille	ligge			2.g	21015406	11010247	
1	adj.	død	udgået som følge af reglerne for en leg el. et spil	udgået			2.h	21015407	11010247	
2	adj.	død	som aldrig har været levende	leve			3	21015397	11010247	
6	adj.	dødelig	som medfører døden	medføre		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21015421	11010258	78319
4	adj.	dødelig	som ytrer sig kraftigt og ikke bare er ment for sjov	ytre			1.a	21015423	11010258	
4	adj.	dødelig	som ikke lever evigt, og som anser sig selv for at være et ganske almindeligt (og ufuldkomment) menneske	leve			2	21015422	11010258	
5	sb.	døgn	den tid det omtrent tager Jorden at bevæge sig én gang rundt om sin egen akse, dvs. 24 timer	tid		"{periode_1; tid_1; tidsrum_1}"	1	21015535	11010342	9519
1	sb.	døgn	den tid det tager et himmellegeme at rotere én gang om sin egen akse	tid		"{periode_1; tid_1; tidsrum_1}"	1.a	21015537	11010342	9522
5	sb.	døgn	periode på 24 timer der begynder ved midnat og slutter den følgende nat ved midnat	periode		"{periode_1; tid_1; tidsrum_1}"	2	21015536	11010342	20839
12	vb.	dømme	afsige en dom i en retssag	afsige		{afsige_1_1}	1	21015570	11010366	30921
2	vb.	dømme	træffe afgørelser som dommer i en sportskamp el. -konkurrence	træffe			1.a	21015572	11010366	48176
3	vb.	dømme	bestemme at noget el. nogen skal have en bestemt (hård) behandling el. en bestemt skæbne	bestemme		{bestemme_1}	1.b	21015573	11010366	44257
3	vb.	dømme	give en vurdering af nogen el. noget	give		{ytre_1_1}	2	21015571	11010366	73674
17	sb.	dør	plade af jern, træ e.l. som dækker for indgangen til fx en bygning el. et rum, og som kan svinges op el. skydes ud til siden når man skal passere indgangen	plade		{plade_1}	1	21015584	11010373	37
1	sb.	dør	adgang til el. mulighed for (at opnå) noget	adgang			1.a	21015586	11010373	
17	sb.	dør	passage el. åbning gennem en væg, forsynet med en plade e.l. der svinges op el. skydes til side når man går der igennem	passage		{passage_1}	2	21015585	11010373	40213
1	sb.	dørplade	(træ)plade der bruges som dør	plade		{plade_1}	1	21015636	11010388	37
1	sb.	dørplade	(navne)skilt på en dør	skilt		{skilt_1}	2	21015637	11010388	41781
10	adj.	døv	(næsten) ude af stand til at høre	stand			1	21015661	11010407	68623
1	adj.	døv	uden evne el. vilje til at være opmærksom på (bestemte) vigtige forhold	evne		"{dygtighed_1_1; evne,1_1_1; kapacitet_1_1; kunnen_1; nemme,1_1; sans,1_2; streng,1_2_1; talent,1_1}"	1.a	21015663	11010407	68285
0	adj.	døv	ikke skarp, sløv	skarp			2	21015662	11010407	46759
1	sb.	E	det femte bogstav i den danske version af det latinske alfabet	bogstav		{bogstav_1}	1	21015731	11010446	8165
1	sb.	E	bruges til at betegne den el. det femte i en rækkefølge el. til at betegne en bestemt kvalitet, gruppe el. type blandt andre tilsvarende	betegne			2	21015732	11010446	
1	sb.	E	den tredje tone i en C-durskala	tone		{tone,1_1}	3	21015733	11010446	28921
8	sb.	effekt	virkning el. resultat der følger af en handling, begivenhed el. påvirkning	virkning			1	21015799	11010513	66710
2	sb.	effekt	virkemiddel der inden for fx billedkunst, film, teater el. musik bruges til at frembringe et særligt visuelt el. auditivt indtryk	virkemiddel			1.a	21015802	11010513	69121
4	sb.	effekt	det arbejde en maskine e.l. udfører i et bestemt tidsrum, energimængde overført pr. tidsenhed	arbejde		{energi_1}	2	21015800	11010513	47326
2	sb.	effekt	løse genstande som fx personlige ejendele, indbo el. varer	genstand		{DN:1stOrder}	3	21015801	11010513	250
9	adj.	effektiv	som hurtigt opnår et forventet el. godt resultat	resultat		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21015804	11010515	74154
9	adj.	effektiv	med positiv el. hensigtsmæssig virkning, grundig el. omhyggelig	virkning			1.a	21015806	11010515	
3	adj.	effektiv	som udgør det reelle resultat af en aktivitet el. en størrelse når der ses bort fra spild, pauser, omkostninger e.l.	reel			2	21015805	11010515	
14	adv.	efter	med en senere placering i tid	tid			1	21015819	11010525	
4	adv.	efter	bagved i samme bevægelsesretning	bagved			2	21015820	11010525	
1	adv.	efter	med en dårligere el. lavere placering i en rangorden	placering			2.a	21015825	11010525	
3	adv.	efter	på et sted el. en strækning længere fremme	sted			3	21015821	11010525	
7	adv.	efter	bruges for at angive at en handling er rettet mod noget bestemt el. udføres med grundighed	?			4	21015822	11010525	
2	adv.	efter	som gentagelse el. kopiering af noget	gentagelse			5	21015823	11010525	
2	adv.	efter	som afsluttende el. kontrollerende behandling	behandling			6	21015824	11010525	
13	præp.	efter	tidsmæssigt senere end	senere			1	21015827	11010527	
6	præp.	efter	med noget som en model der kopieres	model			7	21015833	11010527	
2	præp.	efter	i betragtning af el. på trods af noget der er gået forud	betragtning			8	21015834	11010527	
3	præp.	efter	bruges for at angive at noget stammer fra el. kan henføres til noget tidligere	stamme			1.a	21015835	11010527	
9	præp.	efter	bag ved nogen el. noget i samme bevægelsesretning	bag			2	21015828	11010527	
2	præp.	efter	bruges for at angive at nogen overvåges, opsøges, forfølges el. plages	forfølge			2.a	21015836	11010527	
4	præp.	efter	med dårligere el. lavere placering end	placering			2.b	21015837	11010527	
3	præp.	efter	på et sted el. en strækning længere fremme end	sted			3	21015829	11010527	
28	præp.	efter	i overensstemmelse med el. svarende til, med noget som rettesnor	overensstemmelse			4	21015830	11010527	
27	præp.	efter	bruges for at angive at en handling er rettet mod noget som mål	mål			5	21015831	11010527	
10	præp.	efter	bruges for at understrege en gentagelse, en opremsning, en gradvis proces e.l.	gentagelse			6	21015832	11010527	
6	vb.	efterlade	lade blive tilbage efter at man har forladt et sted	blive		"{gøre_1; handle_1}"	1	21015902	11010567	45975
12	vb.	efterlade	medføre (en bestemt tilstand) som følge af en bestemt fysisk el. psykisk påvirkning	medføre		"{forårsage_1; frembringe_2; lede,2_3_1; medføre_1; skabe_2}"	1.a	21015904	11010567	73265
3	vb.	efterlade	lade (barn el. ægtefælle) tilbage efter sin død	lade		{lade,2_4}	2	21015903	11010567	78428
3	vb.	efterlade	overlade til de efterlevende (el. efterverdenen) efter sin død	overlade		{overlade_1}	2.a	21015905	11010567	78427
1	sb.	efterret	ret der spises efter hovedretten, ofte en dessert	ret		"{ret,2_1; madret_1}"	1	21015945	11010597	364
1	sb.	efterret	den anden ret i et måltid bestående af flere retter, som regel en kødret	ret		"{ret,2_1; madret_1}"	2	21015946	11010597	62614
9	sb.	efterretningstjeneste	statslig organisation som indsamler og bearbejder informationer om personer, organisationer el. stater der udgør en (mulig) fare for statens sikkerhed	organisation		{institution_1}	1	21015953	11010600	2452
1	sb.	efterretningstjeneste	udførelse af efterretningsopgaver	udførelse			2	21015954	11010600	
17	sb.	efterår	årstiden efter sommer og før vinter, hvor bladene falder af træerne, og det bliver koldere og mørkere i vejret	årstid		{årstid_1}	1	21016030	11010655	36626
4	sb.	efterår	tid el. aktivitet der er præget af modenhed el. begyndende afslutning og nedgang	tid		"{periode_1; tid_1; tidsrum_1}"	1.a	21016031	11010655	9512
4	sb.	eg	op til 30 m højt løvtræ med en stor og ofte uregelmæssig krone, med nødder (agern) og med blade der har bølgede kanter	løvtræ		{løvtræ_1}	1	21016042	11010665	1387
2	sb.	eg	ved fra dette træ	ved		{ved,1_1}	1.a	21016043	11010665	36686
25	adj.	egen	som udelukkende el. ubetinget hører til el. vedrører én selv el. den pågældende	høre			1	21016050	11010671	
6	adj.	egen	uafhængig af andre, uden for indflydelse fra andre	uafhængig			1.a	21016053	11010671	
1	adj.	egen	magen til det der gælder for én selv el. den pågældende	magen			1.b	21016054	11010671	
1	adj.	egen	nogens familie, venner, omgangskreds, fæller el. landsmænd	familie			1.c	21016055	11010671	
3	adj.	egen	bruges i forb. med et possessivt pronomen el. en genitivform for at udtrykke ømhed over for nogen, ofte en partner	?			1.d	21016056	11010671	
14	adj.	egen	som ikke er fælles med andre, som man har for sig selv	fælles			2	21016051	11010671	
3	adj.	egen	som ikke er magen til andres, som man ikke deler med andre	magen			2.a	21016057	11010671	
2	adj.	egen	som afviger fra det almindelige el. sædvanlige	afvige			3	21016052	11010671	
9	adj.	egentlig	som har alle de nødvendige og karakteristiske egenskaber	karakteristisk			1	21016083	11010691	
7	adj.	egentlig	som udgør den centrale og væsentlige del af noget	central			2	21016084	11010691	
5	adj.	egentlig	grundlæggende el. oprindelig, uden hensyn til senere ændringer el. tilføjelser	grundlæggende			3	21016085	11010691	
4	adv.	egentlig	i virkeligheden (når der ses bort fra de ydre omstændigheder), inderst inde	virkelighed			1	21016087	11010692	
13	adv.	egentlig	bruges for at nedtone et synspunkt el. (tøvende) indrømme noget	nedtone			1.a	21016088	11010692	
2	adv.	egentlig	af en bestemt oprindelse el. af en grundlæggende natur	oprindelig			1.b	21016089	11010692	
7	sb.	eje	besiddelse (på grundlag af ejendomsret)	besiddelse		{ejendom_1}|{ejendom_1}|{ejendom_1}|{landområde_1_1}|{landområde_1_1}|{landområde_1_1}	1	21016132	11010733	"42830;77794"
3	sb.	eje	noget som man ejer og derfor har fuld råderet over	noget		{ejendom_1}|{ejendom_1}|{ejendom_1}|{landområde_1_1}|{landområde_1_1}|{landområde_1_1}	2	21016133	11010733	"42830;77794"
13	vb.	eje	have ejendomsretten til	have		{DN:2ndOrder}	1	21016134	11010734	2328
3	vb.	eje	være i besiddelse af el. råde over bestemte egenskaber, evner, muligheder e.l.	være			2	21016135	11010734	
1	vb.	eje	bestemme over en anden person og dennes følelser	bestemme		{bestemme_1}	3	21016136	11010734	44258
22	sb.	ejendom	grundstykke med eventuelle tilhørende bygninger og andre faste installationer	grundstykke		"{grund,1_3; grundstykke_1}"	1	21016140	11010738	42831
6	sb.	ejendom	hus el. anden bygning til beboelse el. erhverv, evt. opdelt i flere lejligheder	hus		{bygning_1}	1.a	21016142	11010738	4872
8	sb.	ejendom	noget man er ejer af og derfor har fuld råderet over	eje		{ejendom_1}|{ejendom_1}|{ejendom_1}|{landområde_1_1}|{landområde_1_1}|{landområde_1_1}	2	21016141	11010738	"42830;77794"
10	adj.	ejendommelig	som afviger fra det normale på en usædvanlig måde	afvige		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21016145	11010739	78157
1	adj.	ejendommelig	karakteristisk el. speciel for en person, en genstand e.l.	karakteristisk			2	21016146	11010739	
2	sb.	ekko	lyd der kastes dæmpet tilbage fra en væg, mur e.l.	lyd		{lyd_1}	1	21016190	11010781	17876
2	sb.	ekko	person, fænomen el. begivenhed der stadig bærer præg af en tidligere tid	person			1.a	21016191	11010781	
1	sb.	eksamen	officiel bedømmelse af en persons færdigheder inden for et bestemt fag el. stofområde (på baggrund af mundtlige el. skriftlige prøver)	bedømmelse		{uddannelse_1}	1	21016220	11010800	2117
10	sb.	eksamen	mundtlig el. skriftlig prøve som en person aflægger som officiel afslutning på et undervisnings- el. uddannelsesforløb	prøve		{prøve,1_3}	1.a	21016221	11010800	27272
18	sb.	eksempel	typisk tilfælde der fremhæves for at forklare el. anskueliggøre	tilfælde		{forhold_1}	1	21016246	11010820	42608
14	sb.	eksempel	forhold, situation, handling e.l. der tjener som forbillede el. advarsel	forhold		{forhold_1}	2	21016247	11010820	42608
3	sb.	eksempel	person hvis handlinger tjener som forbillede el. advarsel for andre	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	2.a	21016248	11010820	6896
1	sb.	eksercits	militær træningsøvelse under en overordnets kommando, fx i våbenbrug, march og fysisk udholdenhed	træningsøvelse		{øvelse_1}	1	21016266	11010828	75207
1	sb.	eksercits	hård træning, grundig øvelse	træning			1.a	21016267	11010828	
5	adj.	eksklusiv	som kun omfatter el. gælder de få særligt udvalgte og udelukker alle andre	udvalgt		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21016296	11010846	78286
2	adj.	eksklusiv	speciel og af meget høj standard	speciel			2	21016297	11010846	
6	adj.	eksotisk	fra en fjern og fremmed, især tropisk, egn	fjern		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21016320	11010867	78283
1	adj.	eksotisk	som virker fremmedartet (og mærkelig)	fremmedartet		"{beskaffenhed_1; egenskab_1; side_7_1}"	1.a	21016321	11010867	78284
2	sb.	ekspedition	(længere) rejse til et uudforsket område, fx med videnskabeligt el. militært formål	rejse		{rejse,1_1_1}	1	21016338	11010880	23188
1	sb.	ekspedition	gruppe af personer der deltager i en sådan rejse	gruppe		"{gruppe_1; samling_3}"	1.a	21016341	11010880	5538
4	sb.	ekspedition	udførelse af en administrativ opgave	udførelse			2	21016339	11010880	
1	sb.	ekspedition	kontor hvor sådanne opgaver udføres	kontor		"{kontor_1; kontor_1_1}"	2.a	21016342	11010880	35367
1	sb.	ekspedition	det at ekspedere en kunde	ekspedere			3	21016340	11010880	
9	sb.	ekspert	person der har en stor viden om et bestemt (fagligt) område	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1	21016362	11010894	6010
2	sb.	ekspert	person som er dygtig til at gøre el. udføre noget på en bestemt måde	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1.a	21016363	11010894	6015
6	vb.	eksplodere	forbrænde meget hurtigt under frigivelse af luftarter og energi så der opstår et meget stort overtryk og udsendes et lysglimt	forbrænde			1	21016372	11010904	
2	vb.	eksplodere	blive sprængt el. gå i stykker pga. en voldsom trykudvikling	blive		"{blive_3; DN:ændre sig}"	1.a	21016373	11010904	45976
2	vb.	eksplodere	give en fornemmelse af at blive sprængt	give			1.b	21016374	11010904	
3	vb.	eksplodere	pludselig miste selvbeherskelsen, fx ved at få et voldsomt vredesudbrud	vredesudbrud		"{miste_1; tabe_1_1}"	1.c	21016375	11010904	78465
2	vb.	eksplodere	få (kraftig) orgasme	få			1.d	21016376	11010904	
2	vb.	eksplodere	forandres voldsomt og kulminere	forandre			1.e	21016377	11010904	
2	vb.	eksplodere	komme til voldsomt og pludseligt udtryk, bryde ud	komme			1.f	21016378	11010904	
2	vb.	eksplodere	stige kraftigt el. antage et voldsomt omfang	stige			1.g	21016379	11010904	
4	sb.	eksplosion	voldsom og ødelæggende sprængning pga. meget hurtig forbrænding el. voldsom trykudvikling	forbrænding		"{forbrænding_2; forbrændingsproces_0}"	1	21016383	11010907	69871
1	sb.	eksplosion	det at eksplodere	eksplodere			1.a	21016384	11010907	
2	sb.	eksplosion	massiv tilstedeværelse af fx følelser el. sanseindtryk der virker stærkt overvældende	tilstedeværelse			1.b	21016385	11010907	
1	sb.	eksplosion	pludselig og kraftig stigning	stigning			1.c	21016386	11010907	
4	vb.	eksportere	sælge og udføre varer el. tjenesteydelser til et andet land	sælge		{sælge_1}	1	21016404	11010920	43705
1	vb.	eksportere	udbrede kendskab til noget i et fremmed område el. en fremmed kreds	udbrede			1.a	21016405	11010920	
1	vb.	eksportere	overføre især problemer og ubehageligheder til andre	overføre			1.b	21016406	11010920	
2	adj.	ekstraordinær	som afviger fra el. er ud over det sædvanlige el. normale	afvige		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21016466	11010967	78276
5	adj.	ekstraordinær	som afholdes el. eksisterer i en særlig anledning og ud over hvad der er almindelig praksis	afholde			1.a	21016467	11010967	
6	adj.	elegant	meget fin, stilfuld el. smagfuld	fin		"{beskaffenhed_1; egenskab_1; side_7_1}"	1	21016538	11011025	78296
3	adj.	elegant	meget raffineret el. sofistikeret i sin udførelse, konstruktion, virkemåde, optræden e.l.	raffineret			1.a	21016539	11011025	
1	adj.	elegant	udspekuleret på en så raffineret måde at det vækker en vis beundring	udspekuleret			1.b	21016540	11011025	
9	sb.	elektricitet	(forsyning med) energiform som beror på at visse stoffer kan have et over- el. underskud af elektroner der søges udlignet	energiform		"{energi_1_1; energiform_1_1; energikilde_1; kraftkilde_1}"	1	21016547	11011031	47346
1	sb.	elektricitet	stemning som er præget af spænding el. intensitet	stemning		{stemning_1}	1.a	21016548	11011031	71560
4	sb.	elektronik	(samling af) apparater, kredsløb el. komponenter hvis funktion alene beror på kontrollerbare strømme af elektroner i forskellige materialer	apparat		"{gruppe_1; samling_3}"	1	21016583	11011064	39942
2	sb.	elektronik	teknisk fagområde der beskæftiger sig med udvikling og anvendelse af sådanne apparater, kredsløb el. komponenter	fagområde		"{disciplin_2; fag_1; fagområde_1; felt,1_2_1; genstandsområde_1; gren_2; retning_2; skole,1_1_3; videnskab_1_1; genstandsfelt_1}"	1.a	21016584	11011064	47287
3	adj.	elektronisk	vedr. elektronik	elektronik			1	21016587	11011067	
11	adj.	elektronisk	som beror på, indeholder el. er frembragt vha. elektronik	elektronik		"{beskaffenhed_1; egenskab_1; side_7_1}"	1.a	21016588	11011067	78297
4	adj.	elektronisk	som kan behandles el. formidles vha. elektronik	elektronik			1.b	21016589	11011067	
6	sb.	element	mindre del af en større, sammensat helhed	del		{del_1}	1	21016602	11011080	2062
3	sb.	element	person el. persongruppe som man ikke synes om	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1.a	21016605	11011080	5941
0	sb.	element	genstand i en mængde	genstand		{DN:abstract_entity}	1.b	21016606	11011080	15590
1	sb.	element	bygningsdel der fremstilles i forvejen, fx på fabrik el. værksted, og derefter monteres	bygningsdel		{DN:bygningsdel}	2	21016603	11011080	36757
3	sb.	element	apparat hvori der fremstilles elektricitet ved at kemisk energi omdannes til elektrisk energi	apparat		{apparat_1}	3	21016604	11011080	9652
14	sb.	elev	person der modtager undervisning på en skole e.l.	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1	21016626	11011089	6051
2	sb.	elev	person der er i lære i en virksomhed e.l.	person		"{hoved_3; individ_1; mand_3; menneske_1_1; person_1; m/k'er_0}"	1.a	21016627	11011089	6057
